track_id,artist,title,year,spotify_year,mb_year,check
6JvG7KVwnfmnXSJW7XMtb6,Trzeci Wymiar,Dla Mnie Masz Stajla,2003,,,
7v9QoE6yDb5J3jpRz7GVhV,"Pezet, NOON",Ukryty w Mieście Krzyk,2002,,,
2cChoKpv5oVdN0XPyVBqeP,Loka,Prawdziwe Powietrze,2011,,,
7onUvYBp5tbg0GMPYI2yvH,Sylwia Grzeszczak,Pożyczony,2013,,,
49ZeX1Mfls6dP6dm4OyWQP,Sylwia Grzeszczak,Male rzeczy,2011,,,
2vzIFB8Fm37EvUUTATSYm6,Sylwia Grzeszczak,Tamta dziewczyna,2013*,,,
7Hd16iz8di8JQkdNkajYJ4,Sylwia Grzeszczak,Księżniczka,2011*,,,
5Tyz6KegQ3PAg5ShPTHoDH,Sylwia Grzeszczak,Sen o przyszłości,2011,,,
1wPUQM6BW2UdCDYFY3NM2c,Video,Ktoś Nowy,2010*,,,
7bUHsuMQt5BjdNEpdpDXy5,Maanam,Lipstick on the Glass,1984*,,,
7GFOKWhTfjbU557GWnksZy,Daj To Głośniej,Mama ostrzegała,2018,,,
5nklmUDKX1m6fTZlxD1X5w,Strachy Na Lachy,Czarny chleb i czarna kawa,2005,,,
32sSR7MgxuLxQP4q4F4tGH,Strachy Na Lachy,Piła tango,2005,,,
5kruxMsxFfAadntmuoDVTj,Maanam,Szare miraże,1980*,,,
3VpsDxv7COrKq6czPfrVZB,"Kwiat Jabłoni, Ralph Kaminski",Wodymidaj (Akustycznie),2020*,,,
4oU93kZhQawVoocMqKHY1D,Dżem,Czerwony jak cegła,1985*,,,
6q5FIPaFNs5XLvKLKfSdnT,Akcent,Przez Twe Oczy Zielone,2007*,,,
0vmfQEOTX7rw1O7vI1DIFJ,Bolter,Daj mi tę noc,1985*,,,
0GAayTixtFa1ntUEXfOA2c,Wojciech Gassowski,Gdzie się podziały tamte prywatki,1989,,,
08ULDx4KeBpXe7OHEWjgVP,Andre,Ale Ale Aleksandra,2013,,,
6UMOQta2CBNmKqAgQnGP7k,Boys,Szalona,1995*,,,
3cIdlkOUZR9fMjp0RgxxMz,Krzysztof Krawczyk,Ostatni raz zatańczysz ze mną,1986,,,
6705zDGb7ZparjFisvGYDh,Enej,Tak Smakuje Życie,2012,,,
17j0fBwJIJpKIpSUSHPoBc,Bum!,Kanikuły - 2007,2007*,,,
6NWP6X9SWIFdb122deAoQp,Łydka Grubasa,Rapapara,2013,,,
1OWseQo2xtPDNxFAiAVyDu,Akcent,Życie To Są Chwile,1994,,,
5r3vHr45zE9FODTg05icD4,Maryla Rodowicz,Niech Żyje Bal,1985*,,,
5jakU1mpB03Dkl1ao0XlyK,Paweł Domagała,Weź nie pytaj,2017,,,
6LDXCE19i2GHcj43pdgQoT,"Marek Grechuta, Anawa",Nie dokazuj,1970*,,,
0FGBCrLj15yxjJ1WPRnVMQ,Breakout,Kiedy byłem małym chłopcem,1971,,,
3Hz5u6nbvplCN6YQT7tXyo,IRA,Ona Jest Ze Snu - Live,1993*,,,
2RbAoFlr7zNXfoZqaCaVNI,Dżem,Sen o Victorii - 2003 Remaster,1989*,,,
04DHPYhhRkbv5ln3rworik,T.Love,I Love You - 2008 Remaster,1989*,,,
2q7u3D2aIUaiTC3LkETIxX,Budka Suflera,Za Ostatni Grosz,1981,,,
3flJaqNY2pmJdGA1dHXV83,Hurt,Załoga G,2005*,,,
4S81mARVgP200Z7WTXsYYa,IRA,Nadzieja,1991,,,
75STcWAoHOzuzufByGNJRS,Kazik,12 Groszy,1997*,,,
76sTIj0cWqbalUle2UR96R,Obywatel G.C.,Tak ... Tak ... To Ja,1986*,,,
2Ebz4SAEuQYtoIlHPCuSe7,Lady Pank,Dziewczyny dzisiaj z byle kim nie tancza,2011,,,
5jQsauke2fbCankSG7DvHb,Kazik Na Żywo,Artyści,1994,,,
71P2NC5s8AuBrEUSi9zc7R,Lady Pank,Nie Wierz Nigdy Kobiecie,1984*,,,
2eEphW4M8r0g3xHzRm72LT,TSA,51,1982*,,,
1aOMv0Bc2B6p5o21vndArY,Maanam,Polskie ulice,1983*,,,
3pYsMwoZwtXC5vAunXuAL5,Acid Drinkers,Blues Beatdown,2008,,,
44KA8wOdh5iDmIClG0g6vM,Kult,Wstyd,2016,,,
0YvZ9FijEJXolgDDtEUmDA,"Krzysztof Zalewski, Natalia Przybysz",Jak dobrze,2016,,,
2SNcQEbQZ8SYiNVz5XfCrL,Luxtorpeda,SILNALINA,2011*,,,
7hlbG5uc3rLN0eQbdXNdEc,Hey,Katasza - Version 2017,1995*,,,
7yLHmvDsKrm57W1NlouRB5,Illusion,Kto Jest Winien?,2017,,,
0ly7dJkDxnQi7rf4LPimZY,Kazik Na Żywo,Celina,1994,,,
5hyOTVwcYPUbiXTpRd64EY,Hunter,Kiedy Umieram,2001*,,,
4h5D0DmwvNkJzyTZat4kS5,Acid Drinkers,25 Cents For A Riff,2014,,,
0mpAhJwS85c5KrtIde2C4Y,Siekiera,Misiowie Puszyści (Szewc Zabija Szewca),1985,,,
4Ed28MgXCk6528ywrPSB54,Oberschlesien,Król Olch,2013*,,,
2h37uUs82DHQglGauJkMRD,Perfect,Niewiele Ci Mogę Dać,1981,,,
1ngjjSd73Fgkcf3uOCGnxZ,KULT,Polska,1988*,,,
0rDlwTUWZLevrdr0YJOHta,Tadeusz Wozniak,Zegarmistrz swiatla,1972*,,,
0VzHeP0152WHhM3FoSzRpP,Perfect,Niepokonani,1997,,,
4qBN1auQWfVlB2IWlHY9qS,Klaus Mitffoch,Jezu jak Się Cieszę,1983*,,,
5aV6NxUaWtQdDV4K6VSLww,Kult,"Hej, czy nie wiecie",1987*,,,
0cURTMBE65aZ2g14vAnd7W,Lady Pank,Sterowany,2016,,,
7qPipOmRgTpjy6EPpA4dNX,GOLEC UORKIESTRA,Lornetka - 2013,1999,,,
6z8hFnL5UT7zeBLbvcFOYo,GOLEC UORKIESTRA,Crazy Is My Life - 2013,1999,,,
1cSa9P2BP2nNRFdOkZldfd,Krzysztof Krawczyk,Bo jestes Ty (version 2012),2012*,,,
36tqIaNbeekjJpuMejuxh2,"Yugopolis, Maciej Maleńczuk",Ostatnia Nocka - 2014 Remastered,2011*,,,
1ruDMWJJSz1sceqdY6zsIX,Ich Troje,Zawsze Z Toba Chcialbym Byc... (Przez Miesiac :) ),2001,,,
3xTLWV56Sgu826qhFAjLbh,Poparzeni Kawą Trzy,"Okrutna, zła i podła - Radio edit",2019,,,
6UiAAJePV26xujfLVOGlkp,Rotary,Na jednej z dzikich plaż,1996,,,
5Q3oNyzZfIon66HqXERAuP,Kasia Popowska,Przyjdzie Taki Dzien,2014,,,
5VTKleEOsh8dnEV9JmQnz2,"Mrozu, Tomson",Jak nie my to kto (feat. Tomson),2014,,,
3wmxkLuJ3fXfp7oX4D4aNm,Doda,High Life - Live,2014*,,,
50P5KqvNVU5aF60pA8IDxm,"Pięć Dwa Dębiec, Hans Solo",To My!,2008*,,,
5GRJeHpOCcur2FP4usAha5,Łzy,Agnieszka już dawno...,2000,,,
7E9rbaAsDiwWteARvB4lAe,Masters,Żono moja - Radio Edit,2008,,,
7Fn0tlbWa0ynZCx2316v4h,"A'Vista, Sylwester Marciński",A teraz idziemy na jednego,2011*,,,
2Ku9uDs638ShL0vjF13fAf,Krzysztof Krawczyk,My Cyganie,1980**,,,
62aSJIOIk1OiuX7ZjsEulN,Love System,Hej wesele,2007*,,,
1V2TEtPYX5vWIEH6DR0xMz,Stauros,Jaki Tu Spokój,2001,,,
5OnBSGtlq0BfLG8NVedVcJ,After Party,Nie Daj Życiu Się,2014,,,
5H0YSUJFBn7WdAd8H1rGfN,Mini Mini,Kaczuszki,2013*,,,
4hyNCwcXvY5NOlN6ecBWFh,Disco Majster,Marsz Weselny Powitalny,2022*,,,
33fEWLG7tUJ3eU8cA4bUFm,Long & Junior,Bądź Moją Królową (Radio Edit),2015,,,
4XnfcVaEFJc7mAJJbs1PNk,Mejk,Tańczę z Nim do Rana,2018,,,
3j0FmEeSycbXi9AlkSzisC,After Party,Tylko Ona Jedyna,2013,,,
63J1i6ATGPORWBiZqa4GhN,Magda Niewińska,Przetańczyć z Tobą Chcę Całą Noc,2016*,,,
1PbGrJDjnKeB8x0oxVT8Ub,Monika Boras,A kto w styczniu się urodził,2006*,,,
6rKCiZ0GJMKrz3mfHPFAhk,BIG DANCE,A wszystko te czarne oczy,2010,,,
4pi02xa3zjzM6O69H7FYf5,Maryla Rodowicz,"Małgośka, szkoda łez",1974,,,
5Wrl4uc9SjC8ZnAimiMtys,Akcent,Przekorny Los,2015,,,
1ufukvcn3I4L3SgSeNsEmK,Love System,Ore ore,2007*,,,
6ycijRpo4U4KR7eF1hTyYV,Farba,Chcę tu zostać,2016*,,,
1qRNzkvaAKglo8nfliSklu,"Bartosz Kornacki, Malwina Mielcarek",Ale to już było,2006*,,,
3zUKCcgsZxHIo40PNrZLVo,"White House, Sokół, WWO",Każdy ponad każdym,2008*,,,
32OeL43jcFZ17yDw7VJ5jq,Proletaryat,Nie Wyrażam Zgody,2015,,,
6VFggDmz9et6EDx2gotMNB,Lipali,Popioły,2012,,,
2kMbPs9TttmASKbsdTfNuk,Kabanos,Serce,2014,,,
7HE8B3uekZfPiq3In4WoDT,Lipali,Ludzie 1.2 (Radio Edit),2015*,,,
1LgLwbD4kr8BUUVVQiOilJ,Hey,Historie,2016,,,
03gnplpbJvJDCUVoUYVFwl,Hey,Empty Page,1994,,,
1HUtGmFsyqoYXYhM8N5jpm,Hey,O Drugim Policzku,1994,,,
0uULuSoQjSYe5aYarNxHRu,Hey,Ja Sowa,1994,,,
3H98QNyl3kfg1Yhio4NdRY,Hey,Have A Nice Day,1994,,,
0SSzxRyRVHfVZywNMlvuIp,PRO8L3M,Interpol,2019,,,
4mW3jXs0vwWVAXzrkWXx2Y,"Tymek, C0PIK, Bazgrov, Big Scythe",Język ciała,2019,,,
4SDTgdnpGs2CH27ECddcAu,Ania Dąbrowska,Z Tobą Nie Umiem Wygrać,2017,,,
1koe87P9GUj9jzitVVvi0Q,Quebonafide,Bogini,2017,,,
444dmL6qxjuKXmIt3D8Iee,The Dumplings,Betonowy las,2014,,,
5MVK9Up4ORQdmOdBuk0MIy,Ania Dąbrowska,Porady Na Zdrady [Dreszcze],2017,,,
5hYQAKnuCccdHmp0zCjLlE,Dawid Podsiadło,Pastempomat,2015,,,
4a7wboYJARS69GtWJL0Szy,C-BooL,Never Go Away,2016,,,
6h0UXt92WNnRthd0t1AVaq,Ania Karwan,Słucham Cię w radiu co tydzień,2019,,,
1Rn0B4zeGbcttEct0N1XpP,Daria Zawiałow,Hej Hej!,2019,,,
30OnKqCINi9fRJyQTEZeDz,"Miyo, Tymek, Mafia Mike, Jonatan",Będzie Lepiej,2019*,,,
39VigLq155fsriPYNfHIBc,Kortez,Hej wy,2018,,,
2WLHFQiw1gwZg1DS1eycNn,Julia Wieniawa,Nie muszę,2018*,,,
5JRUjWbnbgMskSqyX4pY9s,Agnieszka Chylińska,Królowa łez,2016,,,
0YzTIFEIUkZofXozAQWvGv,"Męskie Granie Orkiestra, Nosowska, Igo, Organek, Krzysztof Zalewski",Sobie i Wam,2019*,,,
0CMxaedU31OgxQvrA1VE1J,"Young Igi, Włodi",THC,2019,,,
0T834caxBOTYDzCa5iLhwy,Dawid Podsiadło,Nieznajomy,2013,,,
2AbDY2agHP7e5slykeHPxJ,Kortez,Z imbirem,2015,,,
6bQxR9kqimYzkcSvdLIZxS,Ewelina Lisowska,Nieodporny Rozum - Radio Edit,2012,,,
2FHBvsUs4tpHSzIi3GvRjK,PRO8L3M,Ground Zero,2018,,,
4Wjdk72dzEOynrdTQGBac8,Igor Herbut,Wkręceni nie ufaj mi,2013*,,,
33HTQEVxFtz8rwnhZXYK49,Sarsa,Zakryj,2019,,,
6XJJZX0iAIRjvJV3Cp37Ld,Kuban,Jak gdyby nic,2017,,,
5ItDuEeOdlh9Pdqxrkl5Rg,Wojciech Baranowski,Czułe miejsce,2019*,,,
0Xu1HbWgsThPFbZpWs472M,Antek Smykiewicz,Pomimo Burz,2016,,,
6wTY4SXh7S9B1Bus97ICiR,Natalia Szroeder,Lustra,2016,,,
6ANs9zKBz41JAXYN8gEh4X,Lanberry,Ostatni Most,2017,,,
04e86scjntwA1KUa4apDID,Perfect,Wszystko Ma Swój Czas,2014,,,
78clZqBsIqHJsC0y9GAoAd,"GOLEC UORKIESTRA, Gromee, Bedoes 2115",Górą ty,2019,,,
6ARQYuejfkqO1DOcMRdga5,Mela Koteluk,Melodia ulotna,2012,,,
6Y7CXp4HBvs06CoDaDXW1o,Ewa Farna,Ewakuacja,2010,,,
4Pslf0rV8BsQVYmXjdei37,Kortez,Zostań,2015,,,
1tbfHPbrcz0oAwwTWQ7CwB,Artur Rojek,Beksa,2014,,,
2oPT5eSSTqPREst38HBWJU,"Feel, Lanberry",Gotowi Na Wszystko,2017,,,
6iWe35n6ufDWMQaNUTDXdN,Piotr Zioła,Safari,2016,,,
5GagHIv9ZPU198naPFbRS2,Strachy Na Lachy,Żyję w kraju,2009,,,
46Qi2yZeAHgMVDcutpgRXl,Ralph Kaminski,2009,2019,,,
2NBQ3xXu6js7xevPcVWTU2,LemON,Bede Z Toba - Radio Edit,2012,,,
11iQIrOyUNjzH6jJtC3NIb,"Zbigniew Wodecki, Mitch & Mitch",Rzuć Wszystko Co Złe,1976,,,
0fWOMvjgnyenpnLolfB5UJ,Brodka,Varsovie,2012,,,
3NqIRPzfhTT1sXoEwJNuYd,Rafał Brzozowski,Tak Blisko,2012,,,
3I1ucQNAeUpggV3n2ikufb,Kwiat Jabłoni,Wodymidaj,2019,,,
3ysqSSAhLRjRuvZOC53Y2X,Natalia Przybysz,Nazywam się niebo,2014,,,
1Ao6CJVxgoFnXUn4o0jBuz,"Fisz Emade Tworzywo, Justyna Święs, Chilly Gonzales",Ślady,2014,,,
0Jx11S6rS6x7h8IdvGNUtZ,Margaret,Cool Me Down,2016,,,
4U4LEUWV8sFtos5PdjfDA7,schafter,hot coffee,2019,,,
5zucHzxIugHcae4R8kckjQ,Mela Koteluk,Fastrygi,2014,,,
6HUMQEKOWjIvLqFt9ql0pI,Natalia Przybysz,Ciepły Wiatr,2019,,,
1EhcOh0tJZoHqevUEG6qCf,Perfect,Raz po raz (Straszą nas),2010,,,
5dVHattQe7T2NXQKAnMt85,Roxie,"Dobrze Jest, Jak Jest",2019*,,,
4WxTq8GtcBtrMow05xVOEN,Kasia Lins,Wiersz Ostatni,2018,,,
2uorRHNan8ZW5bEnDi5WtY,SKUBAS,Nie mam dla ciebie miłości,2014*,,,
5C7mL1JB6j47k7c9furiOy,Fisz Emade Tworzywo,Telefon,2016,,,
6k7qt4Rx4qKl0tEfofIOqG,"Piotr Szczepanik, Alibabki, Ricercar 64",Goniąc kormorany,1965*,,,
0g1ZScgNNYaCyfLnc7mSML,"Niemen, Akwarele",Pod Papugami,1968,,,
3Au9XbnxLWn1Glf1OeO5yt,"Marek Grechuta, Anawa",Niepewność,1969*,,,
7CuUAXRcEzEJmgPEioUkGr,Skaldowie,Prześliczna wiolonczelistka,1969,,,
7MBzmN49XcDwVRBJzXF4Gv,Irena Santor,Tych Lat Nie Odda Nikt,1968*,,,
7arTTXs3vaCqG9pNtMvvbL,Piotr Szczepanik,Kochać,1966,,,
2Lv7bdRJEmqU6lM9KJj78Y,Mieczysław Fogg,To ostatnia niedziela,1935,,,
4v00CjLb2UPcej4haiBpni,"Karin Stanek, Czerwono Czarni",Jedziemy Autostopem,1963*,,,
4wH9OfuaZs2P7trm2A7RzN,Czerwone Gitary,Tak bardzo się starałem,1969,,,
3YUqAuxIlym2r0mPgeKe3F,Piotr Szczepanik,Żółte kalendarze,1965*,,,
7dcrrZ7gWQ3Ybko06ZilJx,"Katarzyna Sobczyk, Czerwono Czarni",Nie bądź taki szybki Bill,1965,,,
0viiWqKYgkiXc2OzztjH5b,"Niemen, Akwarele",Płonąca stodoła,1968,,,
0804d5chEAcksTIZ7IVh6O,Piotr Szczepanik,Nigdy więcej,1965*,,,
4M0XPoH1A7EztAHhMQou2H,"Katarzyna Sobczyk, Czerwono Czarni",Trzynastego,1967,,,
65dZnxYhw3bTRdBhMGtzWP,Halina Kunicka,Niech no tylko zakwitną jabłonie,1967,,,
0SZFJbTIVYnRh7RBfpTy7s,Breakout,Na drugim brzegu tęczy,1969,,,
1fsprHGe8mVeEN5Xx3QWvY,"Niemen, Akwarele",Klęcząc przed tobą,1968,,,
6BBnPF1DrjMeZ00asgMltq,Sława Przybylska,Siedzieliśmy na dachu,1964,,,
4pXmIUc9nB819XZE65OSMG,"Krzysztof Klenczon, Trzy Korony",10 w skali Beauforta,1971,,,
441UJsInNfOv1BhIoLkbKy,"Katarzyna Sobczyk, Czerwono Czarni",O Mnie Się Nie Martw,1964*,,,
00GVkDusPQqMTuc62sPzw4,"Marek Grechuta, Anawa",Tango Anawa,1969*,,,
5JAhq1jVe7qNSlyJIm2lFs,Bohdan Lazuka,Bo to się zwykle tak zaczyna,1965*,,,
6p5WJ6FpWc84svzWHCQA6R,Karin Stanek,Chłopiec z gitarą,1963,,,
2GLRKVuXkrjg1inbg9WACt,Kabaret Starszych Panow,Piosenka jest dobra na wszystko,1961,,,
1ZuvBcBNz2pmUhXH6VkuFN,Maria Koterbska,Augustowskie Noce,1966*,,,
5hpSAdwylEGfOfrnI9JyUw,Czerwone Gitary,Kwiaty we włosach,1968*,,,
5jzEMqF6obMLSEwhueG3WN,Niebiesko-Czarni,Stary Niedźwiedź Mocno Śpi,1991*,,,
3Zlj4Y25OmNaOo6lKFa1O2,Irena Santor,Powrócisz tu,1966*,,,
4SwSO8TqElTfdoOwio8cdq,Ludmiła Jakubczak,Gdy Mi Ciebie Zabraknie,1960,,,
7IzZAc5NijuncU8HcEQEMz,Helena Majdaniec,Rudy rydz,1963,,,
6swsBloKIh9QNcklnDAGUE,Wanda i Banda,Nie Będę Julią,2003*,,,
0ECGOpzz0JKno4wjTWCui8,Maanam,Nie Poganiaj Mnie Bo Tracę Oddech - 2011 Remaster,1982*,,,
6fU6cVjM9GSFH1lR5fseDp,Wanda i Banda,Hi-Fi,2003*,,,
5p5nI2m1eNyNLuqiPwWA8N,Akcent,Pszczółka Maja,1999*,,,
6n3RGfz9gh8ynHnk86sEqH,Jacek Stachursky,Zostanmy Razem,2010*,,,
4a3vRmnTYE3kbtnNh0Ahuj,Czerwone Gitary,Takie ładne oczy,1968*,,,
5MDay1ylbDBtUol3hxbrvX,Czerwone Gitary,Dozwolone do lat 18,1968*,,,
7LBIO3hDGbk7ArfFUB8LFR,Czerwone Gitary,Ciągle pada,1974,,,
5YeWMDlueFQ2727lVfGaIg,Czerwone Gitary,Dzień jeden w roku,1967*,,,
5mt0TgOSfDbuUqCTRbEHRI,Perfect,Ale Wkoło Jest Wesoło,1981,,,
4FO9GXhp1jGsc1VZE70bKU,Dżem,Harley mój - 2003 Remaster,1989*,,,
3GbxASDARjjBu6qkSxNA3t,Qbik,4 Pory Roku,2018*,,,
3QzQisDfVLeXECC0Dddiyb,Dr. SWAG,Zerujemy 07,2020*,,,
4VEf3UQcYsNka5kbZSoF0A,"Solar, Białas",Intercontinental bajers,2016,,,
3HWlo56LsUmuUGe3DbJUHp,Jacuś,Rakieta,2019,,,
7n7QAwwFJG7jOjxgACW1XC,"Białas, Lanek",Grill u Gawrona,2018,,,
0lpYmKq2CI74Y3HUfmSJt6,"Ronnie Ferrari, Locke",Ruskacz,2019*,,,
6hEo4DI7NXN7Rq4iXf0DwM,"Abel de Jong, Malik Montana, Mr. Polska",Pistolet (prod. by Abel de Jong),2020*,,,
0iS2ApRb8VT28CqKbuS7sW,Bracia Figo Fagot,Wóda zryje banię,2013*,,,
1KI3YqjyFVb4yXngR8GCdX,Bracia Figo Fagot,Karolino (KOCHAM CIĘ),2020,,,
5jXVKN7ey7ulj7jJoWVqGQ,Bracia Figo Fagot,Harnaś z puchy,2019,,,
0fwQlhRlZfXd71hi3zhZ3w,Paluch,Bez Strachu,2013,,,
5rbuZkZTY5UNO15cxQaixr,Masno,GANG,2020,,,
2sTuKKRZI1ciK5tflR00YE,"Mata, Wyguś, Szczepan, Adam",GOMBAO 33,2020,,,
7eDgHR7BkUexrbDD1mpmr9,Cypis,Jeszcze Nie Idziemy Spać,2019*,,,
2qIqHjtoqPuwsfJhtXUCc7,Kuki,Wakacyjne pierdolenie twojej starej na basenie,2019,,,
3E6aTU15CDZVvhDfJ0Be1g,Cypis & Kaczmi & Popek,Hajs trzeba rozjebać,2017*,,,
58I1j1h2f59jlJdusjonLe,Dr. SWAG,Kocie ruchy,2019*,,,
5OvGwE0DKVSAOuSuxYDVol,"Masno, Dycha",MASNO FEST,2019*,,,
5v0rZcSkgj8sv9ekv0VwUU,Cypis,Impra Jest Tu,2016,,,
3YEMYwogWvNcAzmXITp40S,DJ Trakmajster,Gdzie jest Zbyszek? - Home Edit,2014,,,
1rvRLwSqGL2EJRTJUtGb7F,"Borys LBD, Bado",Jessica,2017*,,,
4CNPjpvGlSCkB2yxMBhz0f,"Stock Wudeczka, Cypis",Tylko jedno w głowie mam,2020*,,,
6O2j0LCvqHiD6oJzI0L7j7,"Sokół, Pono",W Aucie,2007,,,
5s5SLh4A1UqPwTNX9Nfeji,"Bracia Figo Fagot, Popek",3 króli,2018,,,
4ocfGuRDytBDjTeJLDIDjL,Ronnie Ferrari,Ona By Tak Chciała,2019*,,,
38zsRUkjUqAe1vCBJNPDbI,"Tymek, Big Scythe, Deys, Michał Graczyk, FANTØM",Anioły I Demony,2020,,,
0efg1XQEkIk60cfAYEmkCV,"Paluch, PSR",Szaman,2016,,,
5tHSJV4fQPWJghYpNJ8G1T,Mafia Gang,Hawudepe,2019*,,,
6SLuFc5XoX7T1MK1ln7Cls,Mafia Gang,Niebieskie Światło,2019*,,,
2GNwrrubjkGix5VdZJ0FBD,"Mafia Gang, Yung Diler",HaWuDePe 2,2021*,,,
6O2eLFz2TTQpM9W9fE8oCV,Mafia Gang,Niebieskie Światło 2,2021*,,,
787EnkzCoUFbCit1cgD5UN,Enter,Druga Pixa,2020*,,,
0Pd37J4vMZUOnh4Cz50k5W,Cypis,Nie spać/Zwiedzać/Zapierdalać,2016,,,
3ehPFN3UMgYVmaqgdIf54e,Atomic,Cztery osiemnastki,2015*,,,
2BJFfXVniKFc7AkkiuEgD7,Enter,Imprezowe Loty,2020*,,,
5IrxJO2nnJMbEwbX7pZkMH,Cypis,6 Dzień Tygodnia,2016,,,
00JRScRc9Wbg9H7ewKSpJ4,Gang Albanii,Klub go go,2015,,,
6L3qx5Kzes1DZodEuZVNyE,Cypis,Biała mewa,2016,,,
0x5bQBZj80NcyJ2WfooUPj,Gang Albanii,Albański raj,2015,,,
3DhWkcFwEKbm7lFHNWHiwr,Salvador,Yabadabadoo,2020*,,,
5cQrcDeXnXmJVLrM1fqJxv,P.I.WO BOYZ GANG,Szonlover,2021*,,,
6MlradjLgIhvOyWXvMyvAF,FIRMA,Fałszywe dziwki,2008,,,
69POH4hSEc6uCmyY6RjGUp,Qbik,Mam Wyjebane,2016,,,
2ulSzToFdavEUYLbEcQvBJ,Zero,Bania U Cygana,2000*,,,
6RgGv8JBKsqRSHXY9dJhlr,Gang Albanii,Kocham Cię robaczku,2016,,,
6zH8mWQS1hr7qSu9EjkR1o,"Ascetoholix, Doniu, Liber, Szad, Mezo",Suczki,2003*,,,
0E24QsSHUNlfLopXtqw3qH,Blaga,Moi znajomi to dziwacy,2021*,,,
66Crx53pJDyF3B2Nign13F,Czadoman,Ruda tańczy jak szalona,2014,,,
1p4M9If0oTyeUsGsmAfmAI,"Męskie Granie Orkiestra, Igor Herbut, Zalia, Vito Bambino",Nareszcie,2026*,,,
5euzxxwtFMHFIzL1PXbuEs,"Skolim, BLANKA, CrackHouse",NIEWINNA,2026*,,,
4WU8ZRMoonGLw00lXLOvpY,"MIÜ, Zalia, Koder, Leon Krześniak",dopóki się nie znüdzisz,2025*,,,
04iIphFDsYp8QwfsSK8oil,"Ronnie Ferrari, MiłyPan",Przez cały wieczór,2025*,,,
5HUVtku7tQpQB8T1auBeAk,Skolim,Daj mi jedno słowo,2025,,,
1MsoH4Fz8O9PKbTW5SkXbJ,Sylwia Grzeszczak,och i ach,2024,,,
5tCxCYuFA57AhVtHqxP7kr,"Mata, Skolim, Khaid",KAMIKAZE,2025*,,,
1oGFMmJsbgif8ZVxMREseR,"Cleo, Skolim, Donatan",LUBIMY,2014*,,,
0peRfvtx1Je91FxQtii5DJ,"MODELKI, Vłodarski",Chyba że z Tobą,2024,,,
2N95hQrgomKpVRu2OoF813,"Matt Palmer, Rizi Beizeti, CrackHouse",Barcelona,2024*,,,
08gvD5pFucRIkh16bN5qRA,"MODELKI, Vłodarski",Miss Dior,2025,,,
4WnJ8tdQhBWGDEHKm6y40h,"Mrozu, Zalia",Odpowiedni moment,2025*,,,
6gKig3A8E0xpGDQNY858On,Doda,Pamiętnik,2026*,,,
6v3aVSYMUOKOoh7Ut70gJ9,Bletka,Komu miałabym powiedzieć?,2025*,,,
3IQN4rjqZlmJgO4exMkaNT,sanah,Miłość jest ślepa,2024,,,
5Qw74vxmtJzAEYjy1wfVCk,"Lanberry, Tribbs","Dzięki, że jesteś",2023,,,
5OC347cwcGpiwnHt0YmToq,sanah,"było, minęło",2024,,,
1NtvjagHJRLQogzWVhpghv,"Smolasty, Doda, Filip Leon, WIKTOR",Nim Zajdzie Słońce,2023*,,,
17fn8JkutKoWtYuNSmc1Hw,cosmos,Droga Pani,2023*,,,
2t2j7uWFWoonfMUEHetlvC,Skolim,Życie jest Jedno,2025*,,,
1X3saW7eGrSLRVbEIWwFsh,"Jonatan, Pezet, Livka",Obejmuję noce,2025,,,
1Wh2SwNbe3OQCoskPc3fD8,Wiktor Dyduła,"Tam słońce, gdzie my",2024,,,
51cTY5CXYRwZdAyWFzWsxt,"Sobel, francis",CAŁE LATO,2025,,,
7i8r3Oev7BKcdtz78yD57J,"Skolim, Cleo",Dziewczyno Piękna,2024,,,
19bAXS8QUFd6ZpC0t2kX3q,Carpetman,Manuscript,2025*,,,
0opYvODIONdV6edM316xO8,"Kuban, Favst, Zalia",kyoto,2025,,,
6TDvQQit8Q6EJhHvtx62cp,"Kizo, Bletka, Szpaku, Leśny",DOLCE VITA,2024,,,
2XjSsK9NKNcojJwzmLdIWG,"Sobel, francis, Deemz",KOCHASZ?,2025,,,
4dbp2q4IPbDvmDlECn3Xii,Kaśka Sochacka,Szum,2024*,,,
241DaJqh4P4lPCjKLjRigo,"sanah, Kasia Kowalska",Kiedy umrę kochanie (H. Poświatowska),2025,,,
34sg1C4uGQtbGT548CF9wa,"Hellfield, Skolim, CrackHouse",Koleżanka,2025*,,,
6iReSlNmn46gEW7yoS6R32,"Skolim, Dance 2 Disco",Palermo,2023,,,
6esBajH4pfY0i61Vr53QWR,"MODELKI, Vłodarski",On Me,2023*,,,
6hYzr0Q7PxojAZFViv62af,"Justyna Steczkowska, Skolim, CrackHouse",Mamacita,2026*,,,
2QdFZvfxgt0wI95l9gRNon,"Dawid Kwiatkowski, Margaret",Później Ci opowiem,2026*,,,
5cYTaKj5sd6gQLqsLptOsQ,Zalia,tylko kochaj mnie,2026*,,,
3YroZZ167DAVEk8YfzZgdg,"MODELKI, Vłodarski",LUBIĘ CIĘ JAK LATO,2026,,,
4LMQdvzEt5z4D14Rr2frwH,"Vito Bambino, Zalia",Decyzje,2026*,,,
7wxWwq6Pah4Y6mqsvEWTCa,Ewa Farna,PERPETUUM MOBILE,2026*,,,
5p7wzpasI6uYdGJP7CUYQf,"MODELKI, Kizo, Malik Montana, Vłodarski",HOT GIRL SUMMER,2026*,,,
